iter	RMSE
368	0.2938555536
369	0.2938270368
370	0.2937825034
371	0.2937598628
372	0.293723525
373	0.2936747157
374	0.293597268
375	0.2935532196
376	0.2934944059
377	0.2934457643
378	0.29339495
379	0.2933536244
380	0.2933021962
381	0.2932733328
382	0.2932271682
383	0.2931987501
384	0.2931760873
385	0.2931284379
386	0.2930895043
387	0.2930620811
388	0.2930194099
389	0.2929919001
390	0.2929527084
391	0.2929177724
392	0.2928922
393	0.2928812375
394	0.2928536869
395	0.2928436801
396	0.2928115227
397	0.2927761013
398	0.292760788
399	0.2927329046
400	0.2926994691
401	0.2926623342
402	0.2926437457
403	0.2926212893
404	0.2925939846
405	0.2925522798
406	0.29253373
407	0.2925272565
408	0.2924864068
409	0.2924497244
410	0.292413163
411	0.2923788935
412	0.292345293
413	0.2923223385
414	0.2923043781
415	0.2922766547
416	0.2922557542
417	0.2922055819
418	0.2921764544
419	0.2921547786
420	0.2921126336
421	0.2920602086
422	0.2920334939
423	0.2920091609
424	0.2919828823
425	0.2919621948
426	0.2919239819
427	0.2918906799
428	0.2918479861
429	0.2918108685
430	0.2918037687
431	0.2917518057
432	0.291709945
433	0.2916612702
434	0.2916222983
435	0.2915990742
436	0.2915601329
437	0.2915504469
438	0.2915411856
439	0.2915120957
440	0.2914764228
441	0.2914410959
442	0.2914174701
443	0.2913882765
444	0.2913658093
445	0.2913418598
446	0.2913256587
447	0.2913010909
448	0.2912687812
449	0.2912481267
450	0.2912217798
451	0.2911891137
452	0.2911810714
453	0.291150518
454	0.2911141644
455	0.291081794
456	0.2910324613
457	0.2910068327
458	0.2909835456
459	0.2909481575
460	0.2909150309
461	0.2908670684
462	0.2908257407
463	0.2907771467
464	0.2907514559
465	0.2907277022
466	0.2907039592
467	0.2906900482
468	0.2906676899
469	0.2906204025
470	0.2906025026
471	0.2905771571
472	0.2905491078
473	0.2905308629
474	0.2905052958
475	0.2904473682
476	0.2904218718
477	0.290400361
478	0.2903532743
479	0.2903342507
480	0.2903205386
481	0.2902737891
482	0.2902483324
483	0.290220374
484	0.2901955014
485	0.29017719
486	0.2901490595
487	0.2901416455
488	0.2901121004
489	0.2900993086
490	0.2900889074
491	0.2900423687
492	0.2900289312
493	0.2899985902
494	0.2899597737
495	0.2899104754
496	0.2899002787
497	0.2898408656
498	0.2898140769
499	0.2897970136
500	0.2897681235
501	0.2897374333
502	0.2897102848
503	0.2896648508
504	0.2896217085
505	0.2895943737
506	0.2895643534
507	0.2895259906
508	0.2895140914
509	0.2894581209
510	0.2894335578
511	0.289404956
512	0.2893854648
513	0.2893587765
514	0.2893473723
515	0.2893400089
516	0.2892993093
517	0.2892772804
518	0.2892482251
519	0.2892103381
520	0.2891838096
521	0.2891754722
522	0.2891382769
523	0.2891261681
524	0.28905949
525	0.2890372285
526	0.2890031854
527	0.2889782984
528	0.2889294114
529	0.2888974041
530	0.2888654298
531	0.2888241894
532	0.2887987702
533	0.2887871169
534	0.2887394175
535	0.288709721
536	0.2886831602
537	0.2886422335
538	0.2886075525
539	0.2885875435
540	0.2885493492
541	0.2885179927
542	0.2884980748
543	0.2884688883
544	0.2884479078
545	0.2884304562
546	0.28837497
547	0.2883603038
548	0.288332156
549	0.2883031481
550	0.288281062
551	0.2882573481
552	0.2882158792
553	0.2881996487
554	0.2881531498
555	0.2881314455
556	0.2881170022
557	0.2881039404
558	0.2880825781
559	0.2880452025
560	0.2880288379
561	0.2880131353
562	0.2879757852
563	0.2879592857
564	0.2879387811
565	0.2879177047
566	0.2879044742
567	0.2878641158
568	0.2878383479
569	0.2878232646
570	0.2877889085
571	0.2877685631
572	0.2877164834
573	0.2876919335
574	0.287668007
575	0.287635345
576	0.287615424
577	0.2875867308
578	0.2875550133
579	0.2875353379
580	0.287507041
581	0.2874885634
582	0.2874602653
583	0.287426992
584	0.2873921379
585	0.2873660468
586	0.2873379124
587	0.2872934799
588	0.2872588241
589	0.2872350975
590	0.2871823774
591	0.2871496312
592	0.2871275769
593	0.2870997755
594	0.2870732444
595	0.2870564083
596	0.2870404234
597	0.2870105295
598	0.2869814743
599	0.2869700991
600	0.2869427905
601	0.2869199034
602	0.2869010165
603	0.2868888707
604	0.2868668964
605	0.286844147
606	0.2868345075
607	0.2867946479
608	0.2867556852
609	0.2867131566
610	0.2866936254
611	0.2866737431
612	0.2866477278
613	0.2866215842
614	0.2866078789
615	0.2865853828
616	0.2865669043
617	0.2865415989
618	0.2865153762
619	0.2864654966
620	0.2864202529
621	0.2863896347
622	0.2863721545
623	0.2863351336
624	0.2863078328
625	0.2862671442
626	0.2862367655
627	0.2862146717
628	0.2861987823
629	0.2861676748
630	0.2861510409
631	0.2861342501
632	0.2861092666
633	0.2860773496
634	0.2860530079
635	0.286021399
636	0.2859990195
637	0.2859654009
638	0.2859562868
639	0.2859165741
640	0.2858764747
641	0.2858447015
642	0.2858275852
643	0.2857892207
644	0.2857672164
645	0.285747693
646	0.2857307053
647	0.2857203419
648	0.2857084142
649	0.2856926735
650	0.2856727141
651	0.2856369636
652	0.2856062321
653	0.2855879444
654	0.2855722999
655	0.2855334794
656	0.2855137968
657	0.2854872361
658	0.2854673152
659	0.2854528869
660	0.2854293129
661	0.2853980252
662	0.2853867103
663	0.2853678729
664	0.285347981
665	0.285322154
666	0.2853059277
667	0.2852760233
668	0.2852694447
669	0.2852652105
670	0.285261773
671	0.2852356073
672	0.2852204332
673	0.2852003239
674	0.2851860395
675	0.2851526104
676	0.285134525
677	0.2851043759
678	0.2850782408
679	0.2850645981
680	0.2850524609
681	0.2850291175
682	0.2850174241
683	0.2850051764
684	0.2849711308
685	0.2849626533
686	0.2849457955
687	0.2849376913
688	0.2849277805
689	0.2849099714
690	0.2849024986
691	0.2848876562
692	0.2848705533
693	0.2848512213
694	0.284822031
695	0.2848084234
696	0.2847830671
697	0.2847481435
698	0.2847218723
699	0.2847043403
700	0.2846905111
701	0.2846607143
702	0.2846339132
703	0.2846269563
704	0.2845852711
705	0.2845509502
706	0.2845248089
707	0.2845105565
708	0.2844791581
709	0.2844590301
710	0.2844334314
711	0.284411451
712	0.2843885368
713	0.2843619187
714	0.2843344101
715	0.2843224534
716	0.2843023728
717	0.2842618501
718	0.284247762
719	0.2842236357
720	0.2842125343
721	0.2841874483
722	0.2841646596
723	0.2841461432
724	0.2841132442
725	0.2840917984
726	0.2840702839
727	0.2840474994
728	0.2840328731
729	0.2840137076
730	0.2839811356
731	0.2839589338
732	0.2839434135
733	0.2839164852
734	0.2838867977
735	0.2838556871
736	0.2838255156
737	0.2838163579
738	0.2837827114
739	0.2837652328
740	0.2837502941
741	0.2837308649
742	0.283724502
743	0.2837146632
744	0.2836974331
745	0.2836805321
746	0.2836569059
747	0.283628841
748	0.2836096397
749	0.2835832285
750	0.2835492104
751	0.2835293808
752	0.2835103174
753	0.2834950841
754	0.2834670022
755	0.2834395073
756	0.2834097831
757	0.2833835515
758	0.2833586888
759	0.2833449453
760	0.2833134041
761	0.2833036401
762	0.2832779441
763	0.2832686248
764	0.2832466411
765	0.2832225794
766	0.2831878895
767	0.2831642079
768	0.2831416502
769	0.2831190287
770	0.2831055841
771	0.2830960071
772	0.2830594491
773	0.2830259744
774	0.2830150985
775	0.2829929767
776	0.2829793023
777	0.2829706372
778	0.28295813
779	0.2829392266
780	0.282913574
781	0.2828933206
782	0.2828652766
783	0.2828354156
784	0.2828185543
785	0.282796946
786	0.2827804004
787	0.2827665878
788	0.2827457731
789	0.2827316098
790	0.282721852
791	0.2827055691
792	0.2826985794
793	0.2826692757
794	0.2826541797
795	0.2826391448
796	0.2826328887
797	0.2826275094
798	0.28261458
799	0.2825898409
800	0.2825640982
801	0.2825558611
802	0.28252744
803	0.2825088974
804	0.2824898438
805	0.2824536584
806	0.282430717
807	0.2824145807
808	0.2823943848
809	0.2823678044
810	0.2823527911
811	0.2823335198
812	0.2823147441
813	0.2822832031
814	0.2822647218
815	0.2822598871
816	0.2822503795
817	0.2822373401
818	0.2822183831
819	0.2822039424
820	0.2821699069
821	0.2821526322
822	0.2821323923
823	0.2821162125
824	0.2820706744
825	0.2820465929
826	0.2820265887
827	0.2820119717
828	0.2819992009
829	0.2819694181
830	0.2819606519
831	0.2819477118
832	0.2819341001
833	0.2818891933
834	0.2818798181
835	0.2818586032
836	0.2818345486
837	0.2818092476
838	0.2817921003
839	0.2817648664
840	0.281754298
841	0.2817362964
842	0.2817165398
843	0.2816986771
844	0.2816744354
845	0.2816636126
846	0.2816428572
847	0.2816225648
848	0.2816000852
849	0.2815746392
850	0.2815480828
851	0.2815301607
852	0.2815014388
853	0.2814917584
854	0.2814736869
855	0.2814553838
856	0.2814269503
857	0.2814149751
858	0.2814031545
859	0.2813629074
860	0.2813504653
861	0.2813330818
862	0.2813173935
863	0.2813054629
864	0.2812915383
865	0.2812671866
866	0.2812506133
867	0.2812397607
868	0.2812186073
869	0.281216159
870	0.2811892899
871	0.2811673954
872	0.281158342
873	0.2811466418
874	0.2811175104
875	0.2810834793
876	0.2810667523
877	0.2810644495
878	0.2810468133
879	0.281030488
880	0.2810104918
881	0.2809936573
882	0.2809783258
883	0.2809570094
884	0.2809448204
885	0.280928699
886	0.2809105294
887	0.2808823398
888	0.28086966
889	0.2808576571
890	0.2808467176
891	0.2808254394
892	0.2807976389
893	0.280783471
894	0.2807710857
895	0.2807465947
896	0.2807235902
897	0.2807067008
898	0.2806862872
899	0.2806789516
900	0.2806713581
901	0.280621143
902	0.2806099077
903	0.2805893901
904	0.2805599713
905	0.2805338236
906	0.2805204856
907	0.2805021619
908	0.2804893467
909	0.2804724828
910	0.2804631071
911	0.2804579151
912	0.2804281854
913	0.280404762
914	0.2803765949
915	0.2803572925
916	0.2803432497
917	0.280321338
918	0.2802843789
919	0.2802792874
920	0.2802630502
921	0.280253264
922	0.2802403256
923	0.2802162659
924	0.2802039729
925	0.2801891716
926	0.2801807346
927	0.2801649827
928	0.2801593872
929	0.2801476773
930	0.2801279111
931	0.2801209695
932	0.2800939785
933	0.280070886
934	0.2800515937
935	0.2800408761
936	0.2800083383
937	0.280005077
938	0.2799951736
939	0.2799771855
940	0.2799634861
941	0.2799398311
942	0.2799220829
943	0.2799146641
944	0.2799074098
945	0.2798997563
946	0.2798809172
947	0.2798481406
948	0.2798372817
949	0.2798296574
950	0.2798150811
951	0.2798004142
952	0.2797840443
953	0.279769543
954	0.2797467643
955	0.2797355781
956	0.2797206751
957	0.2797072715
958	0.2796985349
959	0.2796758316
960	0.2796507073
961	0.2796293479
962	0.27961531
963	0.2795947332
964	0.2795842923
965	0.2795461364
966	0.2795216173
967	0.2795092139
968	0.2795031588
969	0.2794564341
970	0.2794413924
971	0.2794346027
972	0.279410776
973	0.2793944631
974	0.2793817714
975	0.2793678167
976	0.2793542236
977	0.2793391406
978	0.2793276746
979	0.2793198707
980	0.2793041042
981	0.2792779186
982	0.2792638461
983	0.2792402477
984	0.2792220534
985	0.2792052387
986	0.2791869597
987	0.2791680847
988	0.279136061
989	0.2791235858
990	0.2790895035
991	0.279060349
992	0.279048935
993	0.2790353549
994	0.2790209067
995	0.2789984484
996	0.2789828476
997	0.2789628937
998	0.2789528823
999	0.2789253818
